,bio_source,fold,r2_score,pearsonr,spearmanr,mean_squared_error,total_time(sec)
0,bio_source_TE_RNA_cor_value_nond,0,0.26058249392043364,0.5106972458972316,0.44845861911607643,0.03859213430096327,5.763984680175781
1,bio_source_TE_RNA_cor_value_nond,1,0.2395448945642662,0.49491881731108955,0.4404529947043224,0.03604421336814234,5.774945259094238
2,bio_source_TE_RNA_cor_value_nond,2,0.2687948240405469,0.5220566415539152,0.48516214122019163,0.03568686980785492,5.8617470264434814
3,bio_source_TE_RNA_cor_value_nond,3,0.23863381317088705,0.4897576371127359,0.4658225097649649,0.035200379409666374,5.7497804164886475
4,bio_source_TE_RNA_cor_value_nond,4,0.21430153323026258,0.4651139419988863,0.4158096749538735,0.03657747778363409,5.743098497390747
5,bio_source_TE_RNA_cor_value_nond,5,0.21147039833769454,0.46001390995387803,0.42997493975009143,0.039706350324521064,5.751694440841675
6,bio_source_TE_RNA_cor_value_nond,6,0.2437437847468228,0.4950181181719379,0.47292113045560424,0.03772170628380727,5.761315107345581
7,bio_source_TE_RNA_cor_value_nond,7,0.2596246043303111,0.5110435022975444,0.4325839489444369,0.03966952268260392,5.769658088684082
8,bio_source_TE_RNA_cor_value_nond,8,0.19442761329157798,0.4449664605329642,0.41653794927185667,0.036735487997415266,5.763085126876831
9,bio_source_TE_RNA_cor_value_nond,9,0.2399998922827955,0.490748402183682,0.46427175381804664,0.03780255437389804,5.8562586307525635
10,bio_source_TE_RNA_cor_value_nond,mean,0.23711238519155983,0.48843346770138646,0.4471995661999465,0.03737366963325066,5.779556727409362
