,bio_source,fold,r2_score,pearsonr,spearmanr,mean_squared_error,total_time(sec)
0,bio_source_TE_RNA_cor_value_nond,0,0.2597893656371004,0.5114923899538932,0.4529402520227547,0.03863352974126137,195.13150763511658
1,bio_source_TE_RNA_cor_value_nond,1,0.23744567638489267,0.49148330067812096,0.45275889438236516,0.03614371255938029,195.47793459892273
2,bio_source_TE_RNA_cor_value_nond,2,0.26627175593881325,0.5198765616128604,0.49572846892971106,0.0358100095309084,195.52548241615295
3,bio_source_TE_RNA_cor_value_nond,3,0.2555622791145761,0.5078585855948876,0.4689714936528871,0.03441772260883945,195.64861178398132
4,bio_source_TE_RNA_cor_value_nond,4,0.20777468399208565,0.45647475613014477,0.3990951415463212,0.03688132931587402,195.3688383102417
5,bio_source_TE_RNA_cor_value_nond,5,0.2070549396241178,0.4554354644200114,0.4216591410600352,0.039928690424569487,195.2880506515503
6,bio_source_TE_RNA_cor_value_nond,6,0.2505355157782567,0.5032734011395701,0.4899128301968579,0.03738293791673924,195.51443099975586
7,bio_source_TE_RNA_cor_value_nond,7,0.2590501497092872,0.5143357945015419,0.4564477687268211,0.03970030212334725,195.70873975753784
8,bio_source_TE_RNA_cor_value_nond,8,0.15587773507077862,0.4042143398020902,0.3863149691316306,0.03849342882563604,196.05469250679016
9,bio_source_TE_RNA_cor_value_nond,9,0.2668888932546104,0.5182653370460306,0.49173025874879506,0.03646509019333365,195.3309347629547
10,bio_source_TE_RNA_cor_value_nond,mean,0.2366250994504519,0.4882709930879151,0.4515559218398179,0.03738567532398892,195.5049223423004
