,bio_source,fold,r2_score,pearsonr,spearmanr,mean_squared_error,total_time(sec)
0,bio_source_TE_RNA_cor_value_nond,0,0.29114879699058527,0.5438833440102012,0.5150379543738827,0.03558305713498759,5.43921685218811
1,bio_source_TE_RNA_cor_value_nond,1,0.26098809241437815,0.5114484582599609,0.4728383513408386,0.034127495613191235,5.524636268615723
2,bio_source_TE_RNA_cor_value_nond,2,0.24753409445172603,0.49789398606230556,0.4485094817333968,0.03600632513163146,5.4480743408203125
3,bio_source_TE_RNA_cor_value_nond,3,0.25735197545540855,0.5086464851545156,0.47328826588274353,0.03502607086360185,5.443427562713623
4,bio_source_TE_RNA_cor_value_nond,4,0.1922012715459953,0.4453397029032843,0.40803918939191214,0.03683774203143095,5.480703353881836
5,bio_source_TE_RNA_cor_value_nond,5,0.2566013516899984,0.5067066895439373,0.47432353339283573,0.03358309954598378,5.434128046035767
6,bio_source_TE_RNA_cor_value_nond,6,0.33130253046910063,0.5772104676743776,0.5319111324051351,0.031315064758552925,5.435990571975708
7,bio_source_TE_RNA_cor_value_nond,7,0.227405349967992,0.47763375988763057,0.4497780907386776,0.0352031915345699,5.489508628845215
8,bio_source_TE_RNA_cor_value_nond,8,0.28837645761411135,0.5376378808491301,0.48957850356719357,0.03096573975805807,5.520555257797241
9,bio_source_TE_RNA_cor_value_nond,9,0.2405028902483013,0.493059653936315,0.4632955545791975,0.03356458933087228,5.486112356185913
10,bio_source_TE_RNA_cor_value_nond,mean,0.2593412810847597,0.5099460428281658,0.4726600057405813,0.034221237570288,5.4702353239059445
