,bio_source,fold,r2_score,pearsonr,spearmanr,mean_squared_error,total_time(sec)
0,bio_source_TE_RNA_cor_value_nond,0,0.4561616672129615,0.6768124895180999,0.6294351417249731,0.02838434552112282,11.672133684158325
1,bio_source_TE_RNA_cor_value_nond,1,0.44795475150034103,0.6717492830083768,0.5994251990737547,0.02616595849453792,11.723289966583252
2,bio_source_TE_RNA_cor_value_nond,2,0.471387807465554,0.6910943753841929,0.6457998607132267,0.025799208093772563,11.655580282211304
3,bio_source_TE_RNA_cor_value_nond,3,0.4200601137730351,0.6491038643307968,0.6025860232118555,0.026812464728709868,11.690824747085571
4,bio_source_TE_RNA_cor_value_nond,4,0.4008587295350219,0.6336287336851646,0.5794811117906468,0.02789247712266904,11.66245722770691
5,bio_source_TE_RNA_cor_value_nond,5,0.3910751223846177,0.6264338998957084,0.6004717710063681,0.030662367602867745,11.68402624130249
6,bio_source_TE_RNA_cor_value_nond,6,0.45986658124305857,0.6788057299153972,0.6337734121944782,0.02694160228434886,11.67477822303772
7,bio_source_TE_RNA_cor_value_nond,7,0.4103368397886299,0.642047034405349,0.5707731194638016,0.03159431856584387,11.55897045135498
8,bio_source_TE_RNA_cor_value_nond,8,0.4182277025389519,0.6478539777558165,0.6120515754549155,0.02652981855290994,11.707556962966919
9,bio_source_TE_RNA_cor_value_nond,9,0.4493762584602933,0.6732167955828041,0.6444446820503489,0.02738813286702741,11.619789123535156
10,bio_source_TE_RNA_cor_value_nond,mean,0.43253055739024643,0.6590746183481706,0.6118241896684369,0.027817069383381004,11.664940690994262
